date,week_id,year_week,pdv_id,sku,units_ordered,units_delivered,units_sold,list_price,discount_pct,net_price,unit_cost,revenue,cost_of_sales,contribution,opening_inventory,ending_inventory,promotion_flag,numeric_distribution
2024-09-02,1,2024-W36,PDV-041,CFCL-355,20,20,11,35.0,0.1,31.5,16.5,346.5,181.5,165.0,6,15,1,1.0
2024-09-02,1,2024-W36,PDV-042,CFCL-355,12,12,7,35.0,0.0,35.0,16.5,245.0,115.5,129.5,3,8,0,0.9745
2024-09-02,1,2024-W36,PDV-043,CFCL-355,13,12,8,35.0,0.0,35.0,16.5,280.0,132.0,148.0,4,8,0,0.9285
2024-09-02,1,2024-W36,PDV-044,CFCL-355,9,8,4,35.0,0.0,35.0,16.5,140.0,66.0,74.0,2,6,0,0.9334
2024-09-02,1,2024-W36,PDV-045,CFCL-355,20,19,24,35.0,0.15,29.75,16.5,714.0,396.0,318.0,5,0,1,0.9468
2024-09-02,1,2024-W36,PDV-046,CFCL-355,17,17,16,35.0,0.1,31.5,16.5,504.0,264.0,240.0,5,6,1,0.9468
2024-09-02,1,2024-W36,PDV-047,CFCL-355,11,10,6,35.0,0.0,35.0,16.5,210.0,99.0,111.0,4,8,0,0.9581
2024-09-02,1,2024-W36,PDV-048,CFCL-355,11,11,9,35.0,0.0,35.0,16.5,315.0,148.5,166.5,2,4,0,0.9016
2024-09-02,1,2024-W36,PDV-049,CFCL-355,11,10,9,35.0,0.0,35.0,16.5,315.0,148.5,166.5,4,5,0,0.9498
2024-09-02,1,2024-W36,PDV-050,CFCL-355,18,17,20,35.0,0.1,31.5,16.5,630.0,330.0,300.0,8,5,1,0.9471
2024-09-02,1,2024-W36,PDV-051,CFCL-355,13,13,11,35.0,0.0,35.0,16.5,385.0,181.5,203.5,4,6,0,0.9432
2024-09-02,1,2024-W36,PDV-052,CFCL-355,16,16,10,35.0,0.0,35.0,16.5,350.0,165.0,185.0,5,11,0,0.9484
2024-09-02,1,2024-W36,PDV-053,CFCL-355,18,18,13,35.0,0.0,35.0,16.5,455.0,214.5,240.5,5,10,0,0.9346
2024-09-02,1,2024-W36,PDV-054,CFCL-355,16,16,17,35.0,0.0,35.0,16.5,595.0,280.5,314.5,4,3,0,0.974
2024-09-02,1,2024-W36,PDV-055,CFCL-355,16,15,15,35.0,0.0,35.0,16.5,525.0,247.5,277.5,4,4,0,0.9334
2024-09-02,1,2024-W36,PDV-056,CFCL-355,21,21,22,35.0,0.0,35.0,16.5,770.0,363.0,407.0,9,8,0,0.9742
2024-09-02,1,2024-W36,PDV-057,CFCL-355,21,21,21,35.0,0.0,35.0,16.5,735.0,346.5,388.5,10,10,0,0.9829
2024-09-02,1,2024-W36,PDV-058,CFCL-355,17,17,13,35.0,0.0,35.0,16.5,455.0,214.5,240.5,7,11,0,0.894
2024-09-02,1,2024-W36,PDV-059,CFCL-355,15,15,8,35.0,0.0,35.0,16.5,280.0,132.0,148.0,5,12,0,0.949
2024-09-02,1,2024-W36,PDV-060,CFCL-355,17,16,8,35.0,0.1,31.5,16.5,252.0,132.0,120.0,6,14,1,0.9293
2024-09-02,1,2024-W36,PDV-001,CFVN-355,18,17,13,38.0,0.0,38.0,18.2,494.0,236.6,257.4,7,11,0,1.0
2024-09-02,1,2024-W36,PDV-002,CFVN-355,18,17,12,38.0,0.05,36.1,18.2,433.2,218.4,214.8,6,11,1,1.0
2024-09-02,1,2024-W36,PDV-003,CFVN-355,18,17,10,38.0,0.0,38.0,18.2,380.0,182.0,198.0,7,14,0,0.9352
2024-09-02,1,2024-W36,PDV-004,CFVN-355,27,26,18,38.0,0.1,34.2,18.2,615.6,327.6,288.0,12,20,1,0.9189
2024-09-02,1,2024-W36,PDV-005,CFVN-355,15,14,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,6,11,0,0.9327
2024-09-02,1,2024-W36,PDV-006,CFVN-355,11,11,10,38.0,0.0,38.0,18.2,380.0,182.0,198.0,4,5,0,0.9812
2024-09-02,1,2024-W36,PDV-007,CFVN-355,19,19,20,38.0,0.1,34.2,18.2,684.0,364.0,320.0,6,5,1,0.9782
2024-09-02,1,2024-W36,PDV-008,CFVN-355,14,13,14,38.0,0.0,38.0,18.2,532.0,254.8,277.2,4,3,0,0.9468
2024-09-02,1,2024-W36,PDV-009,CFVN-355,14,14,12,38.0,0.0,38.0,18.2,456.0,218.4,237.6,6,8,0,0.9124
2024-09-02,1,2024-W36,PDV-010,CFVN-355,15,14,13,38.0,0.0,38.0,18.2,494.0,236.6,257.4,5,6,0,0.9408
2024-09-02,1,2024-W36,PDV-011,CFVN-355,27,25,18,38.0,0.0,38.0,18.2,684.0,327.6,356.4,6,13,0,0.9359
2024-09-02,1,2024-W36,PDV-012,CFVN-355,13,12,17,38.0,0.0,38.0,18.2,646.0,309.4,336.6,5,0,0,0.945
2024-09-02,1,2024-W36,PDV-013,CFVN-355,20,19,11,38.0,0.0,38.0,18.2,418.0,200.2,217.8,9,17,0,0.9451
2024-09-02,1,2024-W36,PDV-014,CFVN-355,23,22,22,38.0,0.0,38.0,18.2,836.0,400.4,435.6,10,10,0,0.9983
2024-09-02,1,2024-W36,PDV-015,CFVN-355,23,22,22,38.0,0.0,38.0,18.2,836.0,400.4,435.6,9,9,0,0.9742
2024-09-02,1,2024-W36,PDV-016,CFVN-355,16,15,22,38.0,0.15,32.3,18.2,710.6,400.4,310.2,7,0,1,0.9282
2024-09-02,1,2024-W36,PDV-017,CFVN-355,10,9,10,38.0,0.0,38.0,18.2,380.0,182.0,198.0,5,4,0,1.0
2024-09-02,1,2024-W36,PDV-018,CFVN-355,9,9,12,38.0,0.0,38.0,18.2,456.0,218.4,237.6,3,0,0,0.886
2024-09-02,1,2024-W36,PDV-019,CFVN-355,17,16,20,38.0,0.1,34.2,18.2,684.0,364.0,320.0,6,2,1,0.9503
2024-09-02,1,2024-W36,PDV-020,CFVN-355,5,5,3,38.0,0.05,36.1,18.2,108.3,54.6,53.7,2,4,1,0.9049
2024-09-02,1,2024-W36,PDV-021,CFVN-355,17,16,21,38.0,0.0,38.0,18.2,798.0,382.2,415.8,7,2,0,0.9365
2024-09-02,1,2024-W36,PDV-022,CFVN-355,12,11,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,5,7,0,0.935
2024-09-02,1,2024-W36,PDV-023,CFVN-355,11,11,10,38.0,0.0,38.0,18.2,380.0,182.0,198.0,3,4,0,0.9189
2024-09-02,1,2024-W36,PDV-024,CFVN-355,11,10,6,38.0,0.1,34.2,18.2,205.2,109.2,96.0,5,9,1,0.9104
2024-09-02,1,2024-W36,PDV-025,CFVN-355,15,15,12,38.0,0.0,38.0,18.2,456.0,218.4,237.6,4,7,0,0.8953
2024-09-02,1,2024-W36,PDV-026,CFVN-355,8,8,7,38.0,0.0,38.0,18.2,266.0,127.4,138.6,3,4,0,0.9354
2024-09-02,1,2024-W36,PDV-027,CFVN-355,11,10,3,38.0,0.0,38.0,18.2,114.0,54.6,59.4,3,10,0,0.9371
2024-09-02,1,2024-W36,PDV-028,CFVN-355,6,6,6,38.0,0.0,38.0,18.2,228.0,109.2,118.8,2,2,0,0.9694
2024-09-02,1,2024-W36,PDV-029,CFVN-355,12,11,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,3,5,0,1.0
2024-09-02,1,2024-W36,PDV-030,CFVN-355,10,10,10,38.0,0.0,38.0,18.2,380.0,182.0,198.0,2,2,0,0.9105
2024-09-02,1,2024-W36,PDV-031,CFVN-355,16,16,17,38.0,0.0,38.0,18.2,646.0,309.4,336.6,3,2,0,0.9304
2024-09-02,1,2024-W36,PDV-032,CFVN-355,7,7,3,38.0,0.0,38.0,18.2,114.0,54.6,59.4,2,6,0,0.9118
2024-09-02,1,2024-W36,PDV-033,CFVN-355,13,12,8,38.0,0.0,38.0,18.2,304.0,145.6,158.4,4,8,0,0.9269
2024-09-02,1,2024-W36,PDV-034,CFVN-355,6,6,2,38.0,0.0,38.0,18.2,76.0,36.4,39.6,2,6,0,1.0
2024-09-02,1,2024-W36,PDV-035,CFVN-355,8,8,6,38.0,0.0,38.0,18.2,228.0,109.2,118.8,3,5,0,0.9304
2024-09-02,1,2024-W36,PDV-036,CFVN-355,12,12,5,38.0,0.0,38.0,18.2,190.0,91.0,99.0,5,12,0,0.9392
2024-09-02,1,2024-W36,PDV-037,CFVN-355,12,12,11,38.0,0.0,38.0,18.2,418.0,200.2,217.8,5,6,0,0.9357
2024-09-02,1,2024-W36,PDV-038,CFVN-355,11,11,12,38.0,0.0,38.0,18.2,456.0,218.4,237.6,3,2,0,0.9148
2024-09-02,1,2024-W36,PDV-039,CFVN-355,10,10,8,38.0,0.0,38.0,18.2,304.0,145.6,158.4,2,4,0,0.9141
2024-09-02,1,2024-W36,PDV-040,CFVN-355,5,5,5,38.0,0.0,38.0,18.2,190.0,91.0,99.0,1,1,0,0.9637
2024-09-02,1,2024-W36,PDV-041,CFVN-355,12,11,6,38.0,0.0,38.0,18.2,228.0,109.2,118.8,4,9,0,0.942
2024-09-02,1,2024-W36,PDV-042,CFVN-355,8,8,5,38.0,0.0,38.0,18.2,190.0,91.0,99.0,2,5,0,0.9075
2024-09-02,1,2024-W36,PDV-043,CFVN-355,14,13,5,38.0,0.15,32.3,18.2,161.5,91.0,70.5,6,14,1,0.9223
2024-09-02,1,2024-W36,PDV-044,CFVN-355,7,7,7,38.0,0.0,38.0,18.2,266.0,127.4,138.6,3,3,0,0.9309
2024-09-02,1,2024-W36,PDV-045,CFVN-355,12,12,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,3,6,0,0.9621
2024-09-02,1,2024-W36,PDV-046,CFVN-355,10,10,13,38.0,0.0,38.0,18.2,494.0,236.6,257.4,3,0,0,0.9596
2024-09-02,1,2024-W36,PDV-047,CFVN-355,9,8,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,4,3,0,0.9598
2024-09-02,1,2024-W36,PDV-048,CFVN-355,8,8,5,38.0,0.0,38.0,18.2,190.0,91.0,99.0,3,6,0,0.9416
2024-09-02,1,2024-W36,PDV-049,CFVN-355,9,9,3,38.0,0.0,38.0,18.2,114.0,54.6,59.4,3,9,0,0.9528
2024-09-02,1,2024-W36,PDV-050,CFVN-355,13,12,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,4,7,0,0.9794
2024-09-02,1,2024-W36,PDV-051,CFVN-355,11,11,11,38.0,0.05,36.1,18.2,397.1,200.2,196.9,4,4,1,0.9531
2024-09-02,1,2024-W36,PDV-052,CFVN-355,12,11,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,3,5,0,0.9613
2024-09-02,1,2024-W36,PDV-053,CFVN-355,13,13,9,38.0,0.0,38.0,18.2,342.0,163.8,178.2,3,7,0,0.9208
2024-09-02,1,2024-W36,PDV-054,CFVN-355,13,12,12,38.0,0.0,38.0,18.2,456.0,218.4,237.6,4,4,0,1.0
2024-09-02,1,2024-W36,PDV-055,CFVN-355,12,12,7,38.0,0.0,38.0,18.2,266.0,127.4,138.6,5,10,0,0.8811
2024-09-02,1,2024-W36,PDV-056,CFVN-355,16,15,11,38.0,0.0,38.0,18.2,418.0,200.2,217.8,5,9,0,0.942
2024-09-02,1,2024-W36,PDV-057,CFVN-355,20,17,16,38.0,0.15,32.3,18.2,516.8,291.2,225.6,5,6,1,0.9135
2024-09-02,1,2024-W36,PDV-058,CFVN-355,13,13,6,38.0,0.0,38.0,18.2,228.0,109.2,118.8,5,12,0,0.9047
2024-09-02,1,2024-W36,PDV-059,CFVN-355,11,11,13,38.0,0.0,38.0,18.2,494.0,236.6,257.4,4,2,0,0.9507
2024-09-02,1,2024-W36,PDV-060,CFVN-355,10,10,4,38.0,0.0,38.0,18.2,152.0,72.8,79.2,4,10,0,0.892
2024-09-02,1,2024-W36,PDV-001,CFMO-355,14,13,11,40.0,0.0,40.0,19.5,440.0,214.5,225.5,4,6,0,0.9357
2024-09-02,1,2024-W36,PDV-002,CFMO-355,12,12,16,40.0,0.0,40.0,19.5,640.0,312.0,328.0,4,0,0,0.9135
2024-09-02,1,2024-W36,PDV-003,CFMO-355,15,14,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,3,5,0,0.9241
2024-09-02,1,2024-W36,PDV-004,CFMO-355,17,16,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,7,11,0,0.9256
2024-09-02,1,2024-W36,PDV-005,CFMO-355,11,11,10,40.0,0.0,40.0,19.5,400.0,195.0,205.0,4,5,0,0.8832
2024-09-02,1,2024-W36,PDV-006,CFMO-355,10,10,3,40.0,0.05,38.0,19.5,114.0,58.5,55.5,5,12,1,0.9723
2024-09-02,1,2024-W36,PDV-007,CFMO-355,12,12,5,40.0,0.0,40.0,19.5,200.0,97.5,102.5,3,10,0,0.9315
2024-09-02,1,2024-W36,PDV-008,CFMO-355,12,12,16,40.0,0.0,40.0,19.5,640.0,312.0,328.0,4,0,0,0.9856
2024-09-02,1,2024-W36,PDV-009,CFMO-355,15,14,15,40.0,0.1,36.0,19.5,540.0,292.5,247.5,5,4,1,0.9208
2024-09-02,1,2024-W36,PDV-010,CFMO-355,14,14,6,40.0,0.05,38.0,19.5,228.0,117.0,111.0,6,14,1,0.9008
2024-09-02,1,2024-W36,PDV-011,CFMO-355,22,22,20,40.0,0.0,40.0,19.5,800.0,390.0,410.0,5,7,0,0.937
2024-09-02,1,2024-W36,PDV-012,CFMO-355,9,9,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,3,0,0,0.8972
2024-09-02,1,2024-W36,PDV-013,CFMO-355,18,17,19,40.0,0.05,38.0,19.5,722.0,370.5,351.5,6,4,1,0.9609
2024-09-02,1,2024-W36,PDV-014,CFMO-355,18,17,14,40.0,0.0,40.0,19.5,560.0,273.0,287.0,5,8,0,0.9866
2024-09-02,1,2024-W36,PDV-015,CFMO-355,20,19,19,40.0,0.0,40.0,19.5,760.0,370.5,389.5,9,9,0,0.9891
2024-09-02,1,2024-W36,PDV-016,CFMO-355,9,8,7,40.0,0.0,40.0,19.5,280.0,136.5,143.5,2,3,0,0.9328
2024-09-02,1,2024-W36,PDV-017,CFMO-355,8,8,4,40.0,0.0,40.0,19.5,160.0,78.0,82.0,2,6,0,0.9124
2024-09-02,1,2024-W36,PDV-018,CFMO-355,8,8,8,40.0,0.0,40.0,19.5,320.0,156.0,164.0,3,3,0,0.9242
2024-09-02,1,2024-W36,PDV-019,CFMO-355,11,10,14,40.0,0.0,40.0,19.5,560.0,273.0,287.0,5,1,0,0.9102
2024-09-02,1,2024-W36,PDV-020,CFMO-355,4,4,3,40.0,0.0,40.0,19.5,120.0,58.5,61.5,2,3,0,0.9506
2024-09-02,1,2024-W36,PDV-021,CFMO-355,13,12,11,40.0,0.0,40.0,19.5,440.0,214.5,225.5,4,5,0,0.8548
2024-09-02,1,2024-W36,PDV-022,CFMO-355,9,9,13,40.0,0.0,40.0,19.5,520.0,253.5,266.5,4,0,0,0.9453
2024-09-02,1,2024-W36,PDV-023,CFMO-355,9,9,7,40.0,0.0,40.0,19.5,280.0,136.5,143.5,2,4,0,0.9189
2024-09-02,1,2024-W36,PDV-024,CFMO-355,7,7,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,3,4,0,0.8807
2024-09-02,1,2024-W36,PDV-025,CFMO-355,13,12,14,40.0,0.0,40.0,19.5,560.0,273.0,287.0,5,3,0,0.9533
2024-09-02,1,2024-W36,PDV-026,CFMO-355,6,6,3,40.0,0.0,40.0,19.5,120.0,58.5,61.5,2,5,0,0.9147
2024-09-02,1,2024-W36,PDV-027,CFMO-355,9,9,13,40.0,0.0,40.0,19.5,520.0,253.5,266.5,4,0,0,0.9754
2024-09-02,1,2024-W36,PDV-028,CFMO-355,5,5,3,40.0,0.0,40.0,19.5,120.0,58.5,61.5,2,4,0,0.9541
2024-09-02,1,2024-W36,PDV-029,CFMO-355,11,11,12,40.0,0.1,36.0,19.5,432.0,234.0,198.0,5,4,1,1.0
2024-09-02,1,2024-W36,PDV-030,CFMO-355,8,8,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,3,5,0,0.9151
2024-09-02,1,2024-W36,PDV-031,CFMO-355,13,13,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,5,6,0,0.9386
2024-09-02,1,2024-W36,PDV-032,CFMO-355,6,6,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,2,2,0,1.0
2024-09-02,1,2024-W36,PDV-033,CFMO-355,12,11,8,40.0,0.05,38.0,19.5,304.0,156.0,148.0,3,6,1,0.9226
2024-09-02,1,2024-W36,PDV-034,CFMO-355,5,5,3,40.0,0.0,40.0,19.5,120.0,58.5,61.5,1,3,0,0.9781
2024-09-02,1,2024-W36,PDV-035,CFMO-355,7,7,5,40.0,0.0,40.0,19.5,200.0,97.5,102.5,3,5,0,0.9598
2024-09-02,1,2024-W36,PDV-036,CFMO-355,10,10,11,40.0,0.0,40.0,19.5,440.0,214.5,225.5,3,2,0,0.9767
2024-09-02,1,2024-W36,PDV-037,CFMO-355,12,12,11,40.0,0.1,36.0,19.5,396.0,214.5,181.5,4,5,1,1.0
2024-09-02,1,2024-W36,PDV-038,CFMO-355,9,9,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,3,6,0,0.9809
2024-09-02,1,2024-W36,PDV-039,CFMO-355,9,9,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,4,1,0,0.9707
2024-09-02,1,2024-W36,PDV-040,CFMO-355,4,4,2,40.0,0.0,40.0,19.5,80.0,39.0,41.0,1,3,0,0.9516
2024-09-02,1,2024-W36,PDV-041,CFMO-355,9,9,8,40.0,0.0,40.0,19.5,320.0,156.0,164.0,3,4,0,0.936
2024-09-02,1,2024-W36,PDV-042,CFMO-355,7,7,4,40.0,0.05,38.0,19.5,152.0,78.0,74.0,2,5,1,0.9619
2024-09-02,1,2024-W36,PDV-043,CFMO-355,8,8,1,40.0,0.0,40.0,19.5,40.0,19.5,20.5,3,10,0,0.8885
2024-09-02,1,2024-W36,PDV-044,CFMO-355,6,6,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,2,2,0,0.9728
2024-09-02,1,2024-W36,PDV-045,CFMO-355,10,10,8,40.0,0.0,40.0,19.5,320.0,156.0,164.0,3,5,0,0.905
2024-09-02,1,2024-W36,PDV-046,CFMO-355,9,8,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,2,4,0,0.9008
2024-09-02,1,2024-W36,PDV-047,CFMO-355,8,7,6,40.0,0.05,38.0,19.5,228.0,117.0,111.0,3,4,1,0.9292
2024-09-02,1,2024-W36,PDV-048,CFMO-355,6,6,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,3,3,0,0.9135
2024-09-02,1,2024-W36,PDV-049,CFMO-355,7,7,8,40.0,0.0,40.0,19.5,320.0,156.0,164.0,1,0,0,0.9318
2024-09-02,1,2024-W36,PDV-050,CFMO-355,15,15,13,40.0,0.15,34.0,19.5,442.0,253.5,188.5,3,5,1,0.9707
2024-09-02,1,2024-W36,PDV-051,CFMO-355,8,8,7,40.0,0.0,40.0,19.5,280.0,136.5,143.5,3,4,0,0.963
2024-09-02,1,2024-W36,PDV-052,CFMO-355,10,9,5,40.0,0.0,40.0,19.5,200.0,97.5,102.5,3,7,0,0.8828
2024-09-02,1,2024-W36,PDV-053,CFMO-355,11,11,12,40.0,0.0,40.0,19.5,480.0,234.0,246.0,3,2,0,0.9331
2024-09-02,1,2024-W36,PDV-054,CFMO-355,10,9,10,40.0,0.0,40.0,19.5,400.0,195.0,205.0,3,2,0,1.0
2024-09-02,1,2024-W36,PDV-055,CFMO-355,10,10,9,40.0,0.0,40.0,19.5,360.0,175.5,184.5,2,3,0,0.9216
2024-09-02,1,2024-W36,PDV-056,CFMO-355,13,12,15,40.0,0.0,40.0,19.5,600.0,292.5,307.5,3,0,0,0.9877
2024-09-02,1,2024-W36,PDV-057,CFMO-355,12,12,9,40.0,0.0,40.0,19.5,360.0,175.5,184.5,6,9,0,0.9601
2024-09-02,1,2024-W36,PDV-058,CFMO-355,10,10,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,4,8,0,0.9073
2024-09-02,1,2024-W36,PDV-059,CFMO-355,10,10,9,40.0,0.0,40.0,19.5,360.0,175.5,184.5,3,4,0,0.9726
2024-09-02,1,2024-W36,PDV-060,CFMO-355,9,9,6,40.0,0.0,40.0,19.5,240.0,117.0,123.0,3,6,0,0.926
2024-09-02,1,2024-W36,PDV-001,TELM-500,20,19,20,28.0,0.0,28.0,12.5,560.0,250.0,310.0,9,8,0,0.9983
2024-09-02,1,2024-W36,PDV-002,TELM-500,16,15,15,28.0,0.0,28.0,12.5,420.0,187.5,232.5,8,8,0,0.9282
2024-09-02,1,2024-W36,PDV-003,TELM-500,20,19,22,28.0,0.0,28.0,12.5,616.0,275.0,341.0,8,5,0,0.9817
2024-09-02,1,2024-W36,PDV-004,TELM-500,21,20,29,28.0,0.0,28.0,12.5,812.0,362.5,449.5,9,0,0,0.8977
2024-09-02,1,2024-W36,PDV-005,TELM-500,21,21,17,28.0,0.1,25.2,12.5,428.4,212.5,215.9,7,11,1,0.9259
2024-09-02,1,2024-W36,PDV-006,TELM-500,13,13,5,28.0,0.0,28.0,12.5,140.0,62.5,77.5,5,13,0,0.9949
2024-09-02,1,2024-W36,PDV-007,TELM-500,18,17,20,28.0,0.0,28.0,12.5,560.0,250.0,310.0,5,2,0,1.0
2024-09-02,1,2024-W36,PDV-008,TELM-500,15,14,12,28.0,0.0,28.0,12.5,336.0,150.0,186.0,4,6,0,0.9415
2024-09-02,1,2024-W36,PDV-009,TELM-500,16,15,15,28.0,0.05,26.6,12.5,399.0,187.5,211.5,5,5,1,0.8918
